,date,state,positive,negative,death,hospitalized
10545,20200831,IN,94196,982751,3296,11043
10546,20200831,KS,42612,370637,446,2304
10549,20200831,MA,128533,1613984,9060,12364
10550,20200831,MD,108249,1222604,3755,14303
10553,20200831,MN,75864,1052159,1866,6480
10555,20200831,MP,56,13486,2,4
10556,20200831,MS,82950,490915,2473,5326
10559,20200831,ND,11790,189945,147,554
10560,20200831,NE,34046,327305,392,1994
10561,20200831,NH,7275,203641,432,714
10562,20200831,NJ,195405,2665958,15947,22627
10567,20200831,OK,58733,806545,800,4821
10568,20200831,OR,26554,526791,458,2108
10571,20200831,RI,21949,251948,1048,2519
10572,20200831,SC,118992,830556,2720,7811
10573,20200831,SD,13509,133020,167,1029
10576,20200831,UT,52107,607190,407,3093
10581,20200831,WI,80568,1172854,1130,5817
10583,20200831,WY,3842,72431,37,215
10585,20200830,AL,125235,855827,2162,14267
10586,20200830,AR,60856,651831,784,4182
10588,20200830,AZ,201661,997780,5030,21421
10590,20200830,CO,57223,652673,1944,7010
10594,20200830,FL,614753,3978022,11263,38857
10597,20200830,HI,8139,185796,62,497
10599,20200830,ID,31677,222648,358,1365
10601,20200830,IN,93313,972043,3291,10843
10602,20200830,KS,41048,362099,443,2278
10605,20200830,MA,128229,1595545,9049,12361
10606,20200830,MD,107791,1211447,3752,14255
10609,20200830,MN,75189,1046882,1865,6454
10611,20200830,MP,56,13486,2,4
10612,20200830,MS,82676,486488,2441,5300
10615,20200830,ND,11676,188263,145,554
10616,20200830,NE,33753,324192,392,1992
10617,20200830,NH,7254,202041,432,714
10618,20200830,NJ,195033,2644723,15939,22627
10623,20200830,OK,58020,806545,799,4814
10624,20200830,OR,26293,522557,454,2108
10627,20200830,RI,21903,250113,1047,2519
10628,20200830,SC,118324,824549,2709,7782
10629,20200830,SD,13322,132329,167,1017
10632,20200830,UT,51854,604742,407,3080
10637,20200830,WI,80300,1169302,1130,5804
10639,20200830,WY,3820,71473,37,215
10641,20200829,AL,123889,851929,2152,14267
10642,20200829,AR,60378,646592,772,4142
10644,20200829,AZ,201287,991089,5007,21433
10646,20200829,CO,57041,648168,1944,6993
10650,20200829,FL,612206,3956208,11249,38761
10653,20200829,HI,7830,183080,59,485
10655,20200829,ID,31384,219666,353,1349
10657,20200829,IN,92434,963359,3285,10839
10658,20200829,KS,41048,362099,443,2278
10661,20200829,MA,128030,1579125,9036,12358
10662,20200829,MD,107294,1197189,3746,14217
10665,20200829,MN,74257,1036880,1863,6411
10667,20200829,MP,56,13486,2,4
10668,20200829,MS,82029,486488,2427,5300
10671,20200829,ND,11455,188263,145,551
10672,20200829,NE,33436,321782,392,1982
10673,20200829,NH,7246,200094,432,714
10674,20200829,NJ,194719,2616427,15935,22617
10679,20200829,OK,57353,806545,797,4794
10680,20200829,OR,26054,517813,447,2108
10683,20200829,RI,21857,248354,1047,2514
10684,20200829,SC,117249,818374,2698,7765
10685,20200829,SD,12942,131564,167,1006
10688,20200829,UT,51406,601013,407,3057
10693,20200829,WI,79730,1164740,1127,5775
10695,20200829,WY,3784,71473,37,215
10697,20200828,AL,122185,842678,2107,14267
10698,20200828,AR,59583,638472,756,4142
10700,20200828,AZ,200658,983419,4978,21428
10702,20200828,CO,56773,642611,1937,6945
10706,20200828,FL,609074,3931871,11099,38474
10709,20200828,HI,7566,180587,55,462
10711,20200828,ID,31122,218065,343,1328
10713,20200828,IN,91313,952736,3277,10818
10714,20200828,KS,41048,362099,443,2278
10717,20200828,MA,127584,1555664,9023,12334
10718,20200828,MD,106664,1184606,3736,14184
10721,20200828,MN,73240,1028470,1859,6357
10723,20200828,MP,54,13486,2,4
10724,20200828,MS,81294,481588,2413,5279
10727,20200828,ND,11083,186886,143,550
10728,20200828,NE,33101,319318,391,1968
10729,20200828,NH,7216,198941,432,713
10730,20200828,NJ,194326,2558223,15932,22586
10735,20200828,OK,56260,799520,786,4719
10736,20200828,OR,25761,512955,438,2093
10739,20200828,RI,21683,245108,1046,2496
10740,20200828,SC,115951,810558,2655,7598
10741,20200828,SD,12517,130423,165,995
10744,20200828,UT,50948,596635,407,3041
10749,20200828,WI,78868,1156807,1121,5736
10751,20200828,WY,3763,71473,37,215
10753,20200827,AL,121023,835786,2076,14005
10754,20200827,AR,58745,631283,739,4104
10756,20200827,AZ,200139,974789,4929,21426
10758,20200827,CO,56343,634968,1931,6928
10762,20200827,FL,605342,3905373,11011,38163
10765,20200827,HI,7260,178415,51,444
10767,20200827,ID,30780,215891,337,1304
10769,20200827,IN,90504,944242,3266,10747
10770,20200827,KS,39937,355160,437,2226
10773,20200827,MA,127124,1532386,9007,12318
10774,20200827,MD,106063,1169019,3722,14141
10777,20200827,MN,72390,1021100,1855,6326
10779,20200827,MP,54,13486,2,4
10780,20200827,MS,80695,475943,2399,5267
10783,20200827,ND,10776,185759,143,534
10784,20200827,NE,32727,315848,386,1954
10785,20200827,NH,7194,196823,431,713
10786,20200827,NJ,193927,2558223,15922,22560
10791,20200827,OK,55550,790299,778,4673
10792,20200827,OR,25571,507167,433,2063
10795,20200827,RI,21589,241824,1044,2485
10796,20200827,SC,114598,803421,2628,7598
10797,20200827,SD,12194,129089,162,983
10800,20200827,UT,50557,593326,403,3015
10805,20200827,WI,78004,1148494,1119,5684
10807,20200827,WY,3722,70810,37,215
10809,20200826,AL,119254,824431,2045,14005
10810,20200826,AR,58023,625250,732,4061
10812,20200826,AZ,199459,967451,4896,21376
10814,20200826,CO,55993,630110,1927,6902
10818,20200826,FL,602113,3884096,10872,37847
10821,20200826,HI,6984,176173,49,419
10823,20200826,ID,30475,214387,326,1285
10825,20200826,IN,89359,933178,3259,10605
10826,20200826,KS,39937,355160,437,2226
10829,20200826,MA,126756,1507411,8987,12299
10830,20200826,MD,105486,1157685,3717,14090
10833,20200826,MN,71236,1007811,1842,6274
10835,20200826,MP,54,12867,2,4
10836,20200826,MS,80110,471680,2373,5234
10839,20200826,ND,10444,184651,142,525
10840,20200826,NE,32348,312412,383,1946
10841,20200826,NH,7159,194676,430,713
10842,20200826,NJ,193567,2531278,15915,22509
10847,20200826,OK,54838,782546,763,4609
10848,20200826,OR,25391,502618,428,2038
10851,20200826,RI,21454,238176,1041,2478
10852,20200826,SC,114093,795986,2573,7598
10853,20200826,SD,11851,126194,162,981
10856,20200826,UT,50174,589254,401,2996
10861,20200826,WI,77092,1138581,1108,5651
10863,20200826,WY,3684,66894,37,213
10865,20200825,AL,117242,810035,2037,13793
10866,20200825,AR,57374,616810,711,4013
10868,20200825,AZ,199273,962931,4792,21365
10870,20200825,CO,55800,626261,1926,6894
10874,20200825,FL,599176,3861022,10717,37477
10877,20200825,HI,6984,173866,49,419
10879,20200825,ID,30070,210025,314,1269
10881,20200825,IN,88421,922560,3241,10417
10882,20200825,KS,38401,348556,426,2183
10885,20200825,MA,126420,1487982,8960,12279
10886,20200825,MD,105046,1150519,3707,14051
10889,20200825,MN,70707,1001819,1825,6238
10891,20200825,MP,54,12867,2,4
10892,20200825,MS,79206,468055,2315,5208
10895,20200825,ND,10211,183370,142,519
10896,20200825,NE,32047,308434,383,1930
10897,20200825,NH,7150,192721,429,713
10898,20200825,NJ,193241,2507874,15905,22468
10903,20200825,OK,54172,776659,744,4527
10904,20200825,OR,25155,498182,420,2028
10907,20200825,RI,21372,236417,1039,2474
10908,20200825,SC,113488,792619,2529,7598
10909,20200825,SD,11559,126174,161,974
10912,20200825,UT,49767,585366,397,2969
10917,20200825,WI,76306,1128971,1102,5610
10919,20200825,WY,3634,66894,37,213
10921,20200824,AL,116710,806609,2024,13793
10922,20200824,AR,56894,616810,696,3962
10924,20200824,AZ,198414,958808,4771,21219
10926,20200824,CO,55341,594857,1919,6845
10930,20200824,FL,596511,3844327,10534,37032
10933,20200824,HI,6600,172224,47,396
10935,20200824,ID,29853,208732,307,1256
10937,20200824,IN,87592,914446,3225,10343
10938,20200824,KS,38401,348556,426,2183
10941,20200824,MA,126022,1465557,8948,12268
10942,20200824,MD,104669,1142924,3694,14007
10945,20200824,MN,70298,997512,1817,6195
10947,20200824,MP,54,12867,2,4
10948,20200824,MS,78405,464257,2248,5179
10951,20200824,ND,9978,182018,140,505
10952,20200824,NE,31889,307711,378,1910
10953,20200824,NH,7134,191095,429,712
10954,20200824,NJ,192886,2487093,15901,22452
10959,20200824,OK,53522,759335,730,4431
10960,20200824,OR,24937,494883,417,1984
10963,20200824,RI,21302,233372,1035,2460
10964,20200824,SC,112551,783926,2511,7439
10965,20200824,SD,11425,126038,161,965
10968,20200824,UT,49364,581933,390,2941
10973,20200824,WI,75619,1119622,1089,5573
10975,20200824,WY,3603,62419,37,211
10977,20200823,AL,115060,806609,2013,13502
10978,20200823,AR,56574,609126,687,3920
10980,20200823,AZ,198103,952766,4771,21241
10982,20200823,CO,55143,594857,1918,6841
10986,20200823,FL,594287,3828062,10462,36903
10989,20200823,HI,6356,169828,47,377
10991,20200823,ID,29662,207618,306,1246
10993,20200823,IN,85932,891870,3220,10281
10994,20200823,KS,36856,329459,419,2159
10997,20200823,MA,125360,1428313,8921,12256
10998,20200823,MD,104102,1128794,3691,13956
11001,20200823,MN,69584,990736,1813,6151
11003,20200823,MP,54,12867,2,4
11004,20200823,MS,77894,456354,2240,5149
11007,20200823,ND,9852,181009,140,501
11008,20200823,NE,31780,306581,376,1907
11009,20200823,NH,7107,188957,429,711
11010,20200823,NJ,192628,2459504,15898,22448
11015,20200823,OK,53165,759335,726,4422
11016,20200823,OR,24710,491754,417,1984
11019,20200823,RI,21263,231308,1035,2460
11020,20200823,SC,111988,780348,2504,7439
11021,20200823,SD,11276,125484,161,959
11024,20200823,UT,49115,579358,385,2926
11029,20200823,WI,75205,1115149,1089,5558
11031,20200823,WY,3579,61313,37,207
11033,20200822,AL,114532,801750,2011,13502
11034,20200822,AR,56199,602939,674,3908
11036,20200822,AZ,197895,946239,4756,21271
11038,20200822,CO,54883,594857,1918,6831
11042,20200822,FL,591283,3804250,10411,36764
11045,20200822,HI,6072,167478,46,337
11047,20200822,ID,29369,206484,304,1233
11049,20200822,IN,85317,884329,3218,10219
11050,20200822,KS,36856,329459,419,2159
11053,20200822,MA,125360,1428313,8921,12256
11054,20200822,MD,103523,1116918,3685,13864
11057,20200822,MN,68867,982389,1807,6113
11059,20200822,MP,54,12867,2,4
11060,20200822,MS,77268,456354,2237,5149
11063,20200822,ND,9714,179302,136,499
11064,20200822,NE,31626,304956,376,1891
11065,20200822,NH,7092,187583,429,710
11066,20200822,NJ,192346,2459504,15895,22445
11071,20200822,OK,52599,759335,725,4368
11072,20200822,OR,24421,486900,414,1984
11075,20200822,RI,21175,228951,1035,2455
11076,20200822,SC,111295,800837,2493,7439
11077,20200822,SD,11135,124495,160,951
11080,20200822,UT,48814,576176,385,2899
11085,20200822,WI,74726,1110788,1089,5545
11087,20200822,WY,3543,61313,37,203
11089,20200821,AL,112770,784330,1990,13330
11090,20200821,AR,55652,602939,663,3856
11092,20200821,AZ,196899,931089,4688,21210
11094,20200821,CO,54586,594857,1910,6808
11098,20200821,FL,587023,3773926,10304,36425
11101,20200821,HI,5844,162828,45,317
11103,20200821,ID,29120,204660,298,1226
11105,20200821,IN,84317,874115,3208,10132
11106,20200821,KS,36856,329459,419,2159
11109,20200821,MA,125216,1420121,8901,12245
11110,20200821,MD,102899,1101368,3674,13823
11113,20200821,MN,68133,973404,1799,6064
11115,20200821,MP,54,12867,2,4
11116,20200821,MS,76323,453479,2214,5127
11119,20200821,ND,9458,177538,136,491
11120,20200821,NE,31348,302419,373,1877
11121,20200821,NH,7071,185706,428,709
11122,20200821,NJ,191887,2426875,15893,22393
11127,20200821,OK,51746,749156,715,4316
11128,20200821,OR,24165,482202,412,1979
11131,20200821,RI,21022,224832,1030,2438
11132,20200821,SC,110378,792803,2459,7439
11133,20200821,SD,10884,122891,159,948
11136,20200821,UT,48445,571266,383,2870
11141,20200821,WI,73751,1103038,1075,5505
11143,20200821,WY,3524,61313,37,203
11145,20200820,AL,112449,784330,1974,13330
11146,20200820,AR,54765,593744,641,3790
11148,20200820,AZ,196280,922163,4684,21143
11150,20200820,CO,54230,594857,1903,6797
11154,20200820,FL,582407,3747150,10186,36070
11157,20200820,HI,5844,162828,45,317
11159,20200820,ID,28696,202451,291,1200
11161,20200820,IN,83277,862194,3191,10145
11162,20200820,KS,35890,323950,411,2090
11165,20200820,MA,124728,1393794,8888,12225
11166,20200820,MD,102229,1085447,3669,13785
11169,20200820,MN,67308,962785,1791,6019
11171,20200820,MP,54,12867,2,4
11172,20200820,MS,75449,452177,2190,5097
11175,20200820,ND,9227,175545,134,478
11176,20200820,NE,31040,299368,371,1851
11177,20200820,NH,7050,182632,428,710
11178,20200820,NJ,191562,2396680,15884,22359
11183,20200820,OK,50669,740225,709,4268
11184,20200820,OR,23870,477286,408,1958
11187,20200820,RI,20871,218892,1028,2431
11188,20200820,SC,109320,783480,2401,7146
11189,20200820,SD,10691,121417,157,940
11192,20200820,UT,47982,567637,381,2853
11197,20200820,WI,72903,1093294,1074,5469
11199,20200820,WY,3468,60706,34,202
11201,20200819,AL,111478,773868,1944,13080
11202,20200819,AR,54216,587064,631,3743
11204,20200819,AZ,195557,915682,4634,21020
11206,20200819,CO,53901,594857,1900,6784
11210,20200819,FL,577891,3722192,10067,35620
11213,20200819,HI,5609,160504,42,303
11215,20200819,ID,28326,200797,282,1170
11217,20200819,IN,82336,851697,3180,10090
11218,20200819,KS,35890,323950,411,2090
11221,20200819,MA,124415,1372225,8876,12213
11222,20200819,MD,101649,1074119,3661,13744
11225,20200819,MN,66618,954308,1784,5988
11227,20200819,MP,54,12866,2,4
11228,20200819,MS,74555,452177,2163,5063
11231,20200819,ND,8953,173558,134,478
11232,20200819,NE,30825,297553,368,1835
11233,20200819,NH,7036,180973,427,712
11234,20200819,NJ,191421,2369285,15878,22311
11239,20200819,OK,49923,732817,699,4192
11240,20200819,OR,23676,472662,397,1929
11243,20200819,RI,20795,237519,1027,2419
11244,20200819,SC,108411,775717,2360,7146
11245,20200819,SD,10566,120481,155,935
11248,20200819,UT,47521,563311,377,2832
11253,20200819,WI,72134,1084163,1067,5430
11255,20200819,WY,3430,59664,34,197
11257,20200818,AL,110361,757898,1936,12958
11258,20200818,AR,53487,579575,619,3695
11260,20200818,AZ,194920,909077,4529,20878
11262,20200818,CO,53631,590200,1899,6781
11266,20200818,FL,573811,3699108,9893,35112
11269,20200818,HI,5215,158984,40,288
11271,20200818,ID,27942,198927,273,1129
11273,20200818,IN,81847,846767,3165,10037
11274,20200818,KS,35167,319095,405,2034
11277,20200818,MA,123588,1352979,8839,12192
11278,20200818,MD,101235,1066070,3650,13698
11281,20200818,MN,66061,937245,1767,5932
11283,20200818,MP,54,12866,2,4
11284,20200818,MS,73207,452177,2128,5025
11287,20200818,ND,8765,172146,132,469
11288,20200818,NE,30563,294924,362,1883
11289,20200818,NH,7017,179890,424,712
11290,20200818,NJ,191039,2344647,15867,22259
11295,20200818,OK,49326,725674,682,4115
11296,20200818,OR,23451,467766,388,1913
11299,20200818,RI,20692,215471,1024,2405
11300,20200818,SC,107672,770809,2343,7146
11301,20200818,SD,10443,119570,154,927
11304,20200818,UT,47157,559027,369,2804
11309,20200818,WI,71424,1075397,1059,5380
11311,20200818,WY,3363,59078,34,193
11313,20200817,AL,109004,743919,1925,12958
11314,20200817,AR,53077,569385,603,3621
11316,20200817,AZ,194005,904383,4506,20756
11318,20200817,CO,53370,586280,1896,6739
11322,20200817,FL,570024,3676782,9674,34607
11325,20200817,HI,5042,156906,40,283
11327,20200817,ID,27660,196827,269,1110
11329,20200817,IN,81006,833627,3135,9973
11330,20200817,KS,35167,319095,405,2034
11333,20200817,MA,123413,1341501,8833,12178
11334,20200817,MD,100715,1056897,3641,13658
11337,20200817,MN,65716,934307,1758,5886
11339,20200817,MP,53,12867,2,4
11340,20200817,MS,72412,452177,2095,4989
11343,20200817,ND,8632,171772,130,461
11344,20200817,NE,30372,292619,361,1883
11345,20200817,NH,7004,178967,423,709
11346,20200817,NJ,190659,2323303,15857,22218
11351,20200817,OK,48711,706619,665,4021
11352,20200817,OR,23262,465535,388,1863
11355,20200817,RI,20572,213250,1023,2380
11356,20200817,SC,106953,766594,2288,6852
11357,20200817,SD,10360,118933,153,921
11360,20200817,UT,46894,555309,364,2782
11365,20200817,WI,70715,1066040,1046,5327
11367,20200817,WY,3331,57567,33,195
11369,20200816,AL,108433,737991,1898,12607
11370,20200816,AR,52665,569385,599,3570
11372,20200816,AZ,193537,898437,4506,20755
11374,20200816,CO,53176,581397,1896,6735
11378,20200816,FL,567375,3659212,9587,34341
11381,20200816,HI,4825,154474,40,279
11383,20200816,ID,27477,195745,269,1103
11385,20200816,IN,80415,826436,3133,9935
11386,20200816,KS,33885,309158,402,2020
11389,20200816,MA,123200,1326768,8829,12173
11390,20200816,MD,100212,1042198,3639,13614
11393,20200816,MN,65152,928902,1752,5851
11395,20200816,MP,50,12252,2,4
11396,20200816,MS,72136,448010,2084,4916
11399,20200816,ND,8573,171213,129,459
11400,20200816,NE,30241,290635,361,1883
11401,20200816,NH,6988,177941,423,708
11402,20200816,NJ,190321,2302731,15853,22206
11407,20200816,OK,48342,706619,661,4013
11408,20200816,OR,23018,461861,386,1863
11411,20200816,RI,20514,212564,1022,2380
11412,20200816,SC,106497,761104,2269,6852
11413,20200816,SD,10274,118500,153,916
11416,20200816,UT,46652,552205,363,2771
11421,20200816,WI,70246,1060533,1046,5304
11423,20200816,WY,3286,56809,30,191
11425,20200815,AL,107580,729437,1896,12607
11426,20200815,AR,51992,536268,600,3562
11428,20200815,AZ,192654,884537,4492,20795
11430,20200815,CO,52838,573467,1896,6727
11434,20200815,FL,563628,3633088,9480,34074
11437,20200815,HI,4543,151723,40,277
11439,20200815,ID,27173,193839,265,1091
11441,20200815,IN,79676,817939,3128,9872
11442,20200815,KS,33885,309158,402,2020
11445,20200815,MA,122897,1311604,8818,12170
11446,20200815,MD,99693,1027959,3636,13556
11449,20200815,MN,64413,920060,1745,5822
11451,20200815,MP,50,12252,2,4
11452,20200815,MS,71755,448010,2080,4916
11455,20200815,ND,8430,169701,125,457
11456,20200815,NE,29988,287695,361,1880
11457,20200815,NH,6980,176397,423,706
11458,20200815,NJ,190271,2273941,15851,22197
11463,20200815,OK,47798,706619,657,3998
11464,20200815,OR,22613,450494,385,1863
11467,20200815,RI,20439,211327,1022,2375
11468,20200815,SC,105882,754518,2260,6852
11469,20200815,SD,10118,117331,152,913
11472,20200815,UT,46321,548757,363,2760
11477,20200815,WI,69547,1055119,1045,5275
11479,20200815,WY,3227,56809,30,191
11481,20200814,AL,106309,718675,1893,12456
11482,20200814,AR,52392,536268,587,3566
11484,20200814,AZ,191721,875854,4423,20515
11486,20200814,CO,52538,567787,1888,6718
11490,20200814,FL,557337,3597280,9276,33568
11493,20200814,HI,4312,149305,40,267
11495,20200814,ID,26631,191590,251,1068
11497,20200814,IN,78632,807857,3113,9801
11498,20200814,KS,33885,309158,402,2020
11501,20200814,MA,122531,1289001,8804,12150
11502,20200814,MD,98875,1011398,3631,13508
11505,20200814,MN,63723,909823,1739,5783
11507,20200814,MP,50,12252,2,4
11508,20200814,MS,70930,440112,2043,4873
11511,20200814,ND,8307,168281,125,455
11512,20200814,NE,29660,284564,360,1880
11513,20200814,NH,6964,174321,422,705
11514,20200814,NJ,189948,2242677,15842,22161
11519,20200814,OK,46897,696345,644,3953
11520,20200814,OR,22300,444963,383,1853
11523,20200814,RI,20335,209530,1021,2350
11524,20200814,SC,104841,746943,2204,6852
11525,20200814,SD,10024,115990,150,903
11528,20200814,UT,45976,544660,360,2744
11533,20200814,WI,68681,1044613,1032,5235
11535,20200814,WY,3183,56809,30,191
11537,20200813,AL,105557,697005,1890,12456
11538,20200813,AR,51766,531714,582,3566
11540,20200813,AZ,190794,867384,4383,20503
11542,20200813,CO,52219,561147,1882,6700
11546,20200813,FL,549340,3564981,9047,32947
11549,20200813,HI,4312,146275,40,267
11551,20200813,ID,26133,188480,246,1051
11553,20200813,IN,77565,800405,3105,9678
11554,20200813,KS,32547,302016,395,1975
11557,20200813,MA,122319,1267661,8790,12131
11558,20200813,MD,98160,996934,3620,13463
